grain_id,phi1,Phi,phi2,x,y,area,diameter,misorientation_cube_deg,misorientation_goss_deg,misorientation_rotated_cube_deg,misorientation_rotated_goss_deg,misorientation_alpha_deg,misorientation_gamma_deg,misorientation_eta_deg,misorientation_lambda_deg,is_relevant,nearest_component,angle_to_nearest_component_deg
482,318.165,30.817,59.55,7630.99,38.663,801.0,31.94,35.4386,38.3704,40.9397,33.0385,21.8046,24.0086,29.3785,30.817,False,Other/Random,33.04
483,12.303,26.479,0.33,7731.17,24.771,315.0,20.03,29.2895,22.3561,41.5927,50.8881,32.4019,34.5988,12.5992,26.479,True,Other/Random,22.36
484,161.143,45.613,223.51,7903.34,34.66,927.0,34.36,51.5342,32.9595,49.7233,48.2872,19.3908,21.9273,32.6499,45.613,False,Other/Random,32.96
485,38.562,44.206,311.9,9262.83,25.043,207.0,16.23,45.1728,33.4248,56.1099,35.7124,13.7373,11.6014,31.2628,44.206,True,Other/Random,33.42
486,230.001,24.176,113.38,12359.67,24.667,324.0,20.31,29.267,41.2165,37.1204,31.649,25.8719,30.7028,26.2911,24.176,False,Other/Random,29.27
487,347.393,21.44,44.6,13703.37,55.196,4131.0,72.52,38.3561,41.5109,25.0375,49.8977,21.0424,37.8697,33.1221,21.44,False,Other/Random,25.04
488,350.945,31.826,44.14,15944.33,79.608,11210.0,119.49,47.0302,39.568,33.2965,53.2057,25.8027,32.9515,36.6956,31.826,False,Other/Random,33.3
489,334.047,18.173,67.71,16211.41,54.029,4698.0,77.34,45.3777,53.3084,18.4577,52.6064,17.2979,37.8832,43.4664,18.173,False,Other/Random,18.46
490,139.15,49.159,212.46,16556.31,44.487,2736.0,59.02,49.826,30.1386,52.8061,42.2041,25.7428,6.4616,29.7937,49.159,True,Other/Random,30.14
491,307.44,47.246,53.34,1876.15,47.406,1863.0,48.7,47.2521,40.2866,58.0345,28.6865,11.7881,9.5099,37.311,47.246,True,Other/Random,28.69
492,180.845,33.493,186.92,1915.03,31.702,603.0,27.71,34.3562,13.7811,49.6814,54.6269,38.5353,36.414,7.6389,33.493,True,goss,13.78
493,175.395,10.12,164.02,3213.79,32.925,720.0,30.28,22.914,40.2126,26.3998,49.3157,24.797,47.3412,20.5289,10.12,True,Other/Random,22.91
494,310.591,14.875,50.62,4213.71,54.593,3051.0,62.33,14.9239,37.1573,46.1287,34.888,33.5557,39.916,11.4476,14.875,True,cube,14.92
495,44.659,54.794,326.49,5882.88,28.68,450.0,23.94,55.8306,35.248,48.309,43.9344,26.2936,0.2846,35.2348,54.4654,True,Other/Random,35.25
496,324.9,21.066,62.31,6461.21,41.528,1602.0,45.16,34.2895,43.4438,27.5078,41.4194,26.6344,34.1186,31.2062,21.066,False,Other/Random,27.51
497,344.801,20.106,23.36,7769.13,38.936,1683.0,46.29,21.6834,27.9299,41.8009,43.3031,37.6416,38.2122,10.4106,20.106,True,Other/Random,21.68
498,293.485,51.119,49.46,9042.12,46.371,2304.0,54.16,53.707,46.1718,57.8046,30.7319,24.3786,17.4993,45.8505,44.4413,False,Other/Random,30.73
499,176.614,24.417,196.35,11131.7,59.709,6768.0,92.83,27.5989,24.6558,40.0853,48.6894,34.015,38.9173,13.3385,24.417,True,Other/Random,24.66
500,195.028,42.719,144.09,11427.13,53.471,612.0,27.91,47.3343,27.1762,48.7782,50.0532,24.0086,25.3094,26.6237,42.719,False,Other/Random,27.18
501,157.384,25.672,228.53,11860.29,21.857,63.0,8.96,36.3218,37.4725,31.8936,43.9601,28.7606,32.0669,29.424,25.672,False,Other/Random,31.89
502,34.032,44.248,315.22,12177.89,26.676,333.0,20.59,45.4709,31.0762,55.4243,38.675,15.5988,13.3724,29.4682,44.248,True,Other/Random,31.08
503,335.328,36.573,53.3,16422.98,64.184,11220.0,119.54,46.1412,38.7652,39.9556,44.5025,24.2343,23.0921,35.7229,36.573,False,Other/Random,38.77
504,163.251,44.587,224.85,793.77,72.089,7272.0,96.22,52.3188,34.9131,47.5289,48.2703,21.1776,23.6406,34.5508,44.587,False,Other/Random,34.91
505,158.659,44.833,226.0,1299.4,55.706,2880.0,60.56,50.8589,34.1899,49.0141,47.5101,18.6646,20.4927,33.6258,44.833,False,Other/Random,34.19
506,166.926,13.179,173.15,1439.2,57.166,3258.0,64.41,23.8516,37.1927,28.2791,49.996,25.2996,43.9339,19.8042,13.179,True,Other/Random,23.85
507,150.674,27.817,224.16,1765.0,23.0,81.0,10.16,31.4561,31.2693,40.8136,38.4206,27.6822,28.6599,21.9911,27.817,False,Other/Random,31.27
508,306.498,57.621,35.97,1846.81,53.883,1611.0,45.29,60.0097,42.7959,46.9344,43.1718,29.5487,7.6264,42.7573,47.2427,True,Other/Random,42.8
509,149.321,40.785,221.71,5493.42,52.933,3213.0,63.96,42.189,28.3366,52.6107,39.6567,19.4249,17.4594,25.9619,40.785,False,Other/Random,28.34
510,15.227,16.267,334.93,6069.98,54.58,3447.0,66.25,18.996,31.6735,38.6298,43.1728,36.5966,41.1701,11.2384,16.267,True,Other/Random,19.0
511,11.336,45.192,321.28,7270.77,32.318,198.0,15.88,52.4668,31.7115,48.3359,47.1446,23.6512,27.2502,31.6095,45.192,False,Other/Random,31.71
512,303.149,13.08,74.49,7402.46,43.895,684.0,29.51,21.9287,44.6718,30.2728,37.5711,30.2698,41.994,21.2428,13.08,True,Other/Random,21.93
513,164.414,35.116,212.3,7975.64,54.699,2394.0,55.21,38.7773,24.627,44.8099,46.6321,28.8241,28.1885,21.3111,35.116,False,Other/Random,24.63
514,41.879,48.203,320.25,9242.17,34.962,1197.0,39.04,48.2472,31.916,57.9241,38.065,19.4319,6.9726,31.0244,48.203,True,Other/Random,31.92
515,46.524,50.576,320.59,9469.59,50.087,2277.0,53.84,51.0413,35.1374,54.8271,38.128,21.6349,4.3323,34.4954,50.576,True,Other/Random,35.14
516,34.859,57.314,310.8,11443.54,36.205,792.0,31.76,58.933,39.6646,50.4719,43.9829,5.811,8.7912,39.6617,46.3208,True,Other/Random,39.66
517,1.52,22.871,24.67,11979.87,41.953,1152.0,38.3,34.6386,33.9937,29.5327,52.4112,22.48,40.3392,26.0768,22.871,False,Other/Random,29.53
518,13.868,22.507,313.0,12265.47,52.597,4734.0,77.64,39.8756,42.2183,25.4086,49.9928,21.4179,36.7826,34.5065,22.507,False,Other/Random,25.41
519,187.731,33.196,156.05,12790.8,50.565,2916.0,60.93,36.8459,21.9596,43.6683,49.9834,33.9197,32.978,17.9568,33.196,False,Other/Random,21.96
520,205.471,35.586,120.88,12976.41,44.223,1737.0,47.03,48.5981,43.5858,37.2966,45.9344,26.7421,23.461,40.2247,35.586,False,Other/Random,37.3
521,30.365,38.24,326.06,13278.61,63.997,8829.0,106.03,38.4005,23.7428,55.7997,40.1663,24.8694,19.5338,20.3653,38.24,False,Other/Random,23.74
522,134.969,41.488,235.76,13391.16,60.862,6894.0,93.69,42.7936,37.6142,53.3262,30.5668,11.9782,13.2476,33.3038,41.488,True,Other/Random,30.57
523,141.365,39.176,227.65,13511.66,50.279,2358.0,54.79,40.1601,31.9706,52.7115,34.3329,17.2257,16.2249,27.8807,39.176,False,Other/Random,31.97
524,359.187,41.848,6.21,13968.7,52.645,4365.0,74.55,42.1791,6.4665,56.9978,58.9971,40.9986,34.8463,5.6305,41.848,True,goss,6.47
525,15.579,40.077,316.58,15496.8,24.6,45.0,7.57,48.4696,33.8893,43.4566,49.8044,24.8357,25.887,32.7647,40.077,False,Other/Random,33.89
526,339.727,17.652,12.91,15657.34,32.375,648.0,28.72,19.1148,29.3728,41.4347,43.8043,37.2222,39.19,8.8445,17.652,True,Other/Random,19.11
527,28.716,18.666,347.29,316.0,32.8,135.0,13.11,24.5426,32.1831,34.3743,44.7474,28.6081,37.0777,17.1235,18.666,False,Other/Random,24.54
528,185.252,21.712,187.07,668.32,51.245,1872.0,48.82,24.9283,26.1013,39.069,50.8232,33.2658,39.769,12.1055,21.712,True,Other/Random,24.93
529,156.089,19.573,187.65,1486.84,55.064,2664.0,58.24,25.3957,30.8929,34.6547,46.447,28.4074,36.9462,16.8872,19.573,False,Other/Random,25.4
530,174.242,29.288,199.7,4375.17,37.516,837.0,32.65,32.3715,21.9988,42.4404,49.3811,34.5862,35.6198,14.9354,29.288,True,Other/Random,22.0
531,188.047,18.809,146.48,5917.77,28.923,351.0,21.14,31.5721,37.2972,27.0489,48.6501,23.2316,40.8092,26.0175,18.809,False,Other/Random,27.05
532,17.872,35.16,321.71,7863.54,61.983,4221.0,73.31,40.496,28.716,42.6774,45.7972,27.0685,27.067,25.5145,35.16,False,Other/Random,28.72
533,20.83,32.178,311.48,8133.15,61.541,3609.0,67.79,42.2116,36.7113,36.4298,45.4888,28.4406,27.7023,32.3758,32.178,False,Other/Random,36.43
534,220.354,44.614,135.19,8629.58,44.09,1098.0,37.39,44.8247,32.0896,59.5788,35.5062,15.8483,10.7185,30.0618,44.614,True,Other/Random,32.09
535,159.861,49.037,215.05,9579.59,47.629,2331.0,54.48,51.1196,26.0822,57.0419,47.9917,19.6459,20.2947,26.0745,44.8493,False,Other/Random,26.08
536,47.093,51.245,312.45,9849.19,50.868,3069.0,62.51,51.2469,38.1111,57.4299,34.6302,13.8252,3.8698,37.0764,51.245,True,Other/Random,34.63
537,200.919,14.793,159.56,10031.2,27.2,135.0,13.11,14.8007,31.5762,46.7955,41.9997,39.896,41.5356,5.2329,14.793,True,cube,14.8
538,157.824,3.016,223.46,10731.06,49.61,1962.0,49.98,21.4942,47.2643,23.9043,48.1162,23.8408,51.9647,21.3407,3.016,True,Other/Random,21.49
539,341.572,21.437,40.76,11239.74,53.382,2709.0,58.73,30.8613,35.474,31.1024,44.444,28.072,36.4573,24.395,21.437,False,Other/Random,30.86
540,324.6,53.613,52.42,12192.59,38.842,513.0,25.56,56.0585,39.9475,50.4507,41.477,5.6051,7.8608,39.6941,48.9892,True,Other/Random,39.95
541,208.874,51.932,134.52,12502.73,39.889,972.0,35.18,54.3463,34.3478,55.8519,45.2149,11.1285,13.2171,34.2808,46.4167,True,Other/Random,34.35
542,30.961,49.731,321.92,13180.94,47.967,2430.0,55.62,50.2059,28.5155,59.7427,43.8091,17.2383,12.1557,28.347,49.1333,True,Other/Random,28.52
543,327.652,53.001,53.05,13919.1,55.5,1782.0,47.63,56.6269,40.2831,50.3389,43.3948,7.0871,10.3566,40.0786,47.5686,True,Other/Random,40.28
544,36.555,32.468,297.33,15340.99,37.019,477.0,24.64,41.4458,42.0489,37.4326,37.9734,23.9835,22.9755,35.3921,32.468,False,Other/Random,37.43
545,237.334,5.599,145.73,16181.5,28.5,54.0,8.29,23.7249,46.9658,22.6308,46.8593,22.0238,49.2758,23.3925,5.599,True,Other/Random,22.63
546,165.157,46.279,220.71,841.2,28.2,45.0,7.57,52.6683,32.0852,49.8764,46.7657,21.0791,24.5968,31.983,45.6854,False,Other/Random,32.09
547,210.16,49.571,129.46,958.92,76.311,11220.0,119.54,53.3511,37.1856,54.0059,43.3122,10.8859,12.7845,36.7687,48.8402,True,Other/Random,37.19
548,160.536,15.131,220.92,977.46,31.286,252.0,17.91,26.2035,38.746,27.9291,44.6126,26.3288,41.4406,22.6116,15.131,False,Other/Random,26.2
549,201.924,18.283,147.0,1176.65,51.763,2619.0,57.75,21.3519,31.7608,38.4092,41.2436,36.1484,38.3852,13.8064,18.283,True,Other/Random,21.35
550,319.899,44.616,42.42,2787.22,51.984,1098.0,37.39,44.6732,30.9471,60.9789,36.259,17.6359,10.7814,29.0769,44.616,True,Other/Random,30.95
551,42.381,44.404,314.91,3935.65,35.382,306.0,19.74,44.4824,32.6735,60.5724,34.4644,16.1938,10.5205,30.3954,44.404,True,Other/Random,32.67
552,27.246,43.732,319.57,4242.66,43.56,450.0,23.94,45.5826,28.079,53.6178,42.7831,18.696,17.3052,26.9658,43.732,False,Other/Random,28.08
553,61.755,53.524,316.88,4639.45,33.111,243.0,17.59,56.4483,45.5038,54.0916,36.1587,27.6223,13.614,45.2999,44.8981,True,Other/Random,36.16
554,28.798,47.019,319.17,5438.52,33.429,504.0,25.33,48.4493,29.1333,56.8828,43.2307,16.4799,14.7106,28.6222,47.019,True,Other/Random,29.13
555,332.286,50.036,38.19,6122.19,52.008,1125.0,37.85,51.0517,28.3731,60.1526,45.6394,16.7296,14.4484,28.2994,47.2718,True,Other/Random,28.37
556,51.826,41.927,297.61,6552.38,74.975,3285.0,64.67,43.1792,42.0528,53.7588,26.1731,8.9986,13.7724,36.4172,41.927,True,Other/Random,26.17
557,168.907,38.484,213.22,6873.89,60.853,5193.0,81.31,44.1818,26.7584,44.5457,50.724,28.3683,29.116,25.3841,38.484,False,Other/Random,26.76
558,202.229,30.635,150.47,8435.54,39.231,117.0,12.21,31.4727,22.8373,48.223,42.0649,30.6199,28.3091,15.0128,30.635,False,Other/Random,22.84
559,45.773,57.821,318.59,9214.42,45.862,783.0,31.57,57.9712,39.1682,51.8378,41.3106,19.2202,3.1516,39.1452,52.6627,True,Other/Random,39.17
560,35.315,55.054,310.19,12059.7,32.7,90.0,10.7,56.7857,38.8729,51.3403,42.3842,6.2928,7.9265,38.7831,48.021,True,Other/Random,38.87
561,155.141,41.712,224.11,13462.86,54.219,2466.0,56.03,45.7597,31.0588,48.7161,43.6482,19.5066,19.7706,29.5521,41.712,False,Other/Random,31.06
562,2.443,12.015,13.17,14278.76,46.453,2025.0,50.78,19.6782,36.3286,31.6982,47.8621,29.7788,46.3777,15.5676,12.015,True,Other/Random,19.68
563,180.674,29.196,160.62,14650.98,55.973,657.0,28.92,34.5645,24.5461,39.0986,51.956,29.96,37.9148,18.7944,29.196,False,Other/Random,24.55
564,25.36,42.518,314.39,15493.39,41.619,567.0,26.87,46.8915,32.28,48.9069,43.7043,18.5608,19.0475,30.9389,42.518,False,Other/Random,32.28
565,330.685,24.973,56.62,15901.5,30.0,36.0,6.77,36.8419,40.8649,30.5251,42.2061,28.6548,31.2123,31.7499,24.973,False,Other/Random,30.53
566,51.659,14.705,320.52,17071.95,54.514,2574.0,57.25,19.0722,38.043,35.8818,37.8002,33.0754,40.155,16.0213,14.705,True,Other/Random,19.07
567,46.855,54.999,325.86,1991.63,43.849,657.0,28.92,56.3378,36.8187,48.1507,43.3769,26.954,1.5397,36.7866,53.297,True,Other/Random,36.82
568,310.975,53.086,47.94,2071.87,64.163,4527.0,75.92,53.0963,39.9579,56.5112,34.697,14.4362,3.6465,39.1088,52.8684,True,Other/Random,34.7
569,179.106,14.024,168.02,2980.98,48.42,450.0,23.94,19.0153,33.4539,34.9795,47.389,32.587,45.3949,12.8492,14.024,True,Other/Random,19.02
570,229.114,37.777,135.39,3385.46,60.02,4077.0,72.05,38.0348,33.2646,54.8333,30.904,21.4969,17.21,27.6709,37.777,False,Other/Random,30.9
571,161.342,20.345,221.76,3659.42,41.053,513.0,25.56,30.6918,36.6285,29.8057,44.6796,27.0493,37.2758,24.9718,20.345,False,Other/Random,29.81
572,173.308,33.105,162.52,3805.75,70.386,2961.0,61.4,40.7901,25.9313,38.9562,57.6225,25.2538,33.5336,23.3642,33.105,False,Other/Random,25.93
573,344.27,41.355,46.95,3896.73,71.4,5985.0,87.29,51.4007,37.1539,43.4948,50.7565,24.3305,25.3142,36.3143,41.355,False,Other/Random,37.15
574,320.309,4.328,40.39,3979.1,71.32,5679.0,85.03,4.3841,41.7801,44.5013,42.3442,42.2006,50.4273,2.8703,4.328,True,cube,4.38
575,331.302,41.5,51.76,5153.41,53.408,1368.0,41.73,47.2291,36.3798,46.7145,41.8402,17.8895,17.8831,34.3711,41.5,False,Other/Random,36.38
576,13.526,30.297,342.3,5910.11,73.772,7209.0,95.81,30.5765,18.1387,50.4512,46.7004,36.2137,31.8096,9.0193,30.297,True,Other/Random,18.14
577,225.132,13.57,97.7,7738.29,38.0,189.0,15.51,39.4854,54.3555,15.6588,48.9588,15.633,41.1657,38.9895,13.57,True,Other/Random,15.66
578,228.006,55.967,133.85,8447.78,45.873,711.0,30.09,55.9953,40.5511,55.7698,37.3877,15.7521,2.7623,40.2289,51.9817,True,Other/Random,37.39
579,135.218,54.794,226.86,9356.66,48.402,873.0,33.34,54.8303,38.9313,55.0937,37.685,13.0143,0.1874,38.586,54.5523,True,Other/Random,37.69
580,121.386,52.259,218.81,9742.0,53.835,2943.0,61.21,55.6379,43.6542,51.9607,38.6208,29.6591,11.209,42.8351,47.5399,True,Other/Random,38.62
581,53.755,46.231,307.73,9785.88,44.229,630.0,28.32,46.2535,39.8892,59.93,28.3097,13.6647,10.8468,36.5781,46.231,True,Other/Random,28.31
582,320.971,15.389,27.52,10016.38,47.896,1818.0,48.11,19.1958,34.9742,36.7652,40.2118,33.3116,39.4527,14.1963,15.389,True,Other/Random,19.2
583,32.161,42.128,317.85,11576.0,43.0,432.0,23.45,43.2436,28.8422,54.263,39.2388,18.2983,15.805,26.804,42.128,False,Other/Random,28.84
584,214.086,51.13,130.05,11800.32,73.207,4698.0,77.34,53.376,37.065,53.5385,41.2213,8.653,9.4175,36.6657,49.8485,True,Other/Random,37.06
585,149.195,51.728,217.65,12469.32,42.182,594.0,27.5,52.148,29.1214,58.0789,45.0374,16.8683,11.7486,29.0954,47.5989,True,Other/Random,29.12
586,320.404,48.091,43.97,12910.54,53.363,1017.0,35.98,48.2777,32.7794,60.1964,37.4787,14.8721,7.8696,31.772,48.091,True,Other/Random,32.78
587,337.499,41.294,48.38,14439.06,85.642,9603.0,110.58,48.4312,35.4524,45.3301,45.9043,20.8149,21.3151,34.0473,41.294,False,Other/Random,35.45
588,5.91,34.007,9.57,15466.74,45.032,855.0,32.99,37.2696,18.2853,44.7444,56.9516,31.5422,33.587,14.8385,34.007,True,Other/Random,18.29
589,302.844,51.823,57.82,16132.17,49.139,1944.0,49.75,51.827,45.8934,53.4194,27.178,9.769,10.1608,43.2506,48.6661,True,Other/Random,27.18
590,21.907,32.373,1.24,17251.51,57.544,1539.0,44.27,39.616,26.1041,38.8942,54.6661,22.0552,27.1565,22.9634,32.373,False,Other/Random,26.1
591,302.426,28.879,77.94,544.68,71.994,4446.0,75.24,35.2127,47.0964,37.7874,28.6414,22.439,27.0726,33.4012,28.879,False,Other/Random,28.64
592,178.273,40.91,146.72,1225.39,38.654,234.0,17.26,53.3506,34.798,42.0619,50.2407,26.7534,34.3466,34.6015,40.91,False,Other/Random,34.8
593,56.463,7.803,289.72,2485.59,55.608,1494.0,43.61,15.8588,44.1427,32.121,40.4565,32.1158,47.1058,15.464,7.803,True,Other/Random,15.86
594,49.308,34.148,300.89,3837.98,87.816,3078.0,62.6,35.4867,37.9564,48.6607,27.6299,16.6486,20.7976,29.1651,34.148,False,Other/Random,27.63
595,189.091,21.846,185.64,4097.42,84.983,10410.0,115.14,26.2985,27.1137,37.179,51.1981,30.7362,38.5582,14.4776,21.846,True,Other/Random,26.3
596,158.308,47.301,213.4,5448.05,55.182,1530.0,44.14,48.6475,24.0908,57.2863,48.1916,21.2262,19.5032,23.9771,46.9307,False,Other/Random,24.09
597,231.231,2.716,113.65,5670.02,70.569,3528.0,67.02,15.3596,46.0624,30.0014,45.1585,29.9984,52.0362,15.2942,2.716,True,Other/Random,15.36
598,25.982,23.042,343.38,7137.35,63.693,2493.0,56.34,24.8475,26.4616,42.2342,43.127,34.9001,33.5477,12.397,23.042,True,Other/Random,24.85
599,234.439,52.306,124.97,7728.43,63.249,2169.0,52.55,52.3091,44.1571,53.8472,29.5194,10.7598,7.9647,42.1896,49.931,True,Other/Random,29.52
600,2.308,26.245,21.67,8573.02,84.231,8406.0,103.45,35.4066,30.0676,33.5105,53.0503,24.8199,38.4439,23.7609,26.245,False,Other/Random,30.07
601,47.316,38.655,314.4,9151.69,60.747,4158.0,72.76,38.6916,32.9412,57.4059,31.0461,19.7805,16.1666,27.8113,38.655,False,Other/Random,31.05
602,61.247,49.436,312.51,9273.71,43.974,342.0,20.87,51.1984,44.2352,57.952,31.1621,22.6316,13.8432,41.8142,48.2399,True,Other/Random,31.16
603,150.714,52.841,225.17,10054.93,57.993,1359.0,41.6,55.0119,34.4971,55.5834,45.4224,10.6934,12.8042,34.4675,45.9647,True,Other/Random,34.5
604,154.106,14.244,224.33,11057.29,90.134,6642.0,91.96,23.2599,38.6265,30.0813,42.4385,29.0572,41.4586,20.0664,14.244,True,Other/Random,23.26
605,152.594,33.258,239.31,11196.51,67.287,2538.0,56.85,45.772,42.8874,35.6757,44.2576,27.3875,24.5478,38.3623,33.258,False,Other/Random,35.68
606,332.758,50.618,42.68,12046.93,50.231,351.0,21.14,52.7711,31.8139,58.1228,45.7434,13.6155,14.6816,31.7342,46.5911,True,Other/Random,31.81
607,202.073,22.678,135.82,13126.18,61.154,2574.0,57.25,31.5689,35.6285,32.117,43.0805,29.3539,34.6494,25.0099,22.678,False,Other/Random,31.57
608,359.946,28.208,17.61,13767.58,56.763,2052.0,51.11,33.1307,24.2555,39.1603,51.7228,30.4546,38.5616,17.5624,28.208,False,Other/Random,24.26
609,63.288,19.323,285.3,13822.37,90.911,8919.0,106.56,22.4137,43.3527,38.6103,29.8698,27.8111,36.7404,21.2997,19.323,False,Other/Random,22.41
610,37.153,48.755,322.77,15228.91,60.567,3429.0,66.08,48.7551,29.3679,57.3903,40.8958,19.8233,8.58,28.8957,48.755,True,Other/Random,29.37
611,148.352,47.609,225.9,15696.25,50.616,774.0,31.39,49.5772,32.8573,56.1851,41.3873,13.2022,12.5849,32.1718,47.609,True,Other/Random,32.86
612,226.549,53.401,145.91,16064.34,106.505,14770.0,137.13,54.731,35.8004,49.2964,42.5813,26.8159,1.8314,35.6935,53.401,True,Other/Random,35.8
613,238.889,48.429,155.79,1907.85,53.415,1062.0,36.77,58.95,45.6283,47.1839,49.4275,18.066,12.5548,45.2331,48.429,True,Other/Random,45.63
614,24.5,49.111,327.66,2954.35,63.707,2025.0,50.78,49.6945,23.9577,59.4835,47.8588,21.2079,17.0409,23.9317,46.535,False,Other/Random,23.96
615,7.504,43.23,353.39,3065.36,51.506,801.0,31.94,43.2388,5.6455,60.9926,57.6241,40.5459,30.1899,5.254,43.23,True,goss,5.65
616,177.897,37.027,193.47,4693.15,91.901,5013.0,79.89,38.674,14.3645,49.6217,54.6982,37.0422,34.8021,11.8576,37.027,True,goss,14.36
617,4.225,13.033,349.77,5974.07,56.7,630.0,28.32,14.3445,32.6283,41.0348,45.5256,39.3094,45.4191,6.1869,13.033,True,cube,14.34
618,321.739,56.525,44.75,6316.94,47.559,306.0,19.74,56.8657,37.0662,54.5242,42.3377,11.5985,5.8417,37.0511,49.0838,True,Other/Random,37.07
619,309.493,28.839,75.78,6407.65,71.896,4653.0,76.97,38.1684,47.26,34.8221,33.2814,25.2513,26.1341,35.7564,28.839,False,Other/Random,33.28
620,158.014,20.91,191.8,7472.14,88.232,8370.0,103.23,23.2342,27.4718,40.4435,44.6231,34.282,36.1435,11.7073,20.91,True,Other/Random,23.23
621,46.835,45.9,322.47,9197.0,38.0,27.0,5.86,46.7837,33.1208,56.857,37.0639,24.2729,8.9471,31.5999,45.9,True,Other/Random,33.12
622,84.952,42.575,314.2,9319.87,44.333,405.0,22.71,57.217,47.7188,42.9563,40.7667,29.139,31.9381,49.6084,42.575,False,Other/Random,40.77
623,44.947,58.879,317.83,9333.6,39.0,90.0,10.7,58.9386,39.6776,51.9972,41.8786,18.0786,4.1436,39.6745,52.7065,True,Other/Random,39.68
624,30.167,32.423,309.07,10653.86,53.964,756.0,31.03,38.3505,34.967,40.2849,39.1936,24.1436,24.4202,29.0453,32.423,False,Other/Random,34.97
625,39.805,20.87,321.95,12374.31,83.557,10590.0,116.14,20.9428,31.5177,47.7992,35.632,32.4637,33.9883,13.1838,20.87,True,Other/Random,20.94
626,203.593,27.699,124.09,13607.11,53.625,576.0,27.08,42.3213,42.4989,30.4129,46.1008,27.4713,30.1706,36.1846,27.699,False,Other/Random,30.41
627,138.139,47.595,224.67,136.34,69.639,1818.0,48.11,47.673,33.5214,60.5072,36.0552,15.1382,7.5461,32.2176,47.595,True,Other/Random,33.52
628,229.625,48.395,135.73,703.18,52.672,549.0,26.44,48.6726,36.8037,58.9413,33.9609,18.7823,7.2998,35.2191,48.395,True,Other/Random,33.96
629,181.783,23.606,160.79,1239.35,42.882,153.0,13.96,29.2682,27.7243,36.1481,49.4932,29.962,39.8865,17.5902,23.606,False,Other/Random,27.72
630,13.167,37.331,315.14,2765.77,47.077,117.0,12.21,48.6013,36.7085,39.5521,51.308,28.2546,28.3887,35.1189,37.331,False,Other/Random,36.71
631,146.081,46.333,224.89,2806.31,50.906,288.0,19.15,47.5444,31.767,56.9259,39.5391,14.3098,11.9706,30.7034,46.333,True,Other/Random,31.77
632,338.858,10.635,26.62,4615.6,76.918,4590.0,76.45,11.9593,35.9165,40.8726,42.1182,40.1516,45.1508,6.9477,10.635,True,cube,11.96
633,355.704,36.619,11.16,10072.09,44.182,99.0,11.23,37.2351,11.8458,52.3937,53.8248,38.588,33.6325,8.1214,36.619,True,goss,11.85
634,0.615,7.021,12.35,12058.18,55.957,414.0,22.96,14.7369,40.0445,32.7757,46.5423,32.156,49.8834,12.9606,7.021,True,cube,14.74
635,325.494,25.535,49.87,12214.2,63.799,1251.0,39.91,29.7349,34.2703,38.9317,36.4832,27.752,29.8847,22.7865,25.535,False,Other/Random,29.73
636,328.215,15.487,47.34,12842.42,82.404,4095.0,72.21,21.9164,37.5519,33.1896,39.939,32.3459,39.7686,18.3212,15.487,False,Other/Random,21.92
637,167.412,31.647,180.51,12844.5,39.0,36.0,6.77,33.8183,18.0611,45.3602,52.7673,32.8471,31.4428,12.1567,31.647,True,Other/Random,18.06
638,13.796,32.025,310.65,13651.0,45.2,135.0,13.11,47.5015,41.3596,33.354,51.4459,27.4165,30.7029,38.1836,32.025,False,Other/Random,33.35
639,147.755,36.523,223.05,15359.47,42.176,153.0,13.96,38.0354,28.8846,49.6299,37.5831,21.3665,20.2962,24.3914,36.523,False,Other/Random,28.88
640,345.579,42.256,43.66,15804.01,85.173,4536.0,76.0,51.0021,34.712,44.9733,49.9305,23.9797,25.8398,34.1151,42.256,False,Other/Random,34.71
641,149.137,47.051,215.65,16518.54,70.466,2745.0,59.12,47.2801,26.1454,60.1464,43.094,20.1271,13.3645,25.6786,47.051,True,Other/Random,26.15
642,37.273,52.979,323.45,734.04,79.442,2340.0,54.58,52.9836,31.1209,53.829,43.3221,19.6456,6.4803,31.0833,50.5544,True,Other/Random,31.12
643,208.253,53.385,124.34,862.27,58.394,639.0,28.52,59.5463,43.2047,48.7379,45.0193,9.9873,13.6086,43.1118,45.0056,True,Other/Random,43.2
644,45.054,48.592,323.0,1975.55,75.975,4266.0,73.7,49.215,33.0246,54.9697,38.7628,23.4623,6.1438,32.2296,48.592,True,Other/Random,33.02
645,331.543,53.619,45.49,3683.3,66.632,1197.0,39.04,56.0678,35.1309,54.9737,45.7958,10.164,13.4435,35.1261,44.9425,True,Other/Random,35.13
646,305.694,39.45,49.23,5560.63,56.314,630.0,28.32,39.7623,36.8474,55.554,28.0115,18.9996,16.7054,31.1348,39.45,False,Other/Random,28.01
647,318.64,35.726,61.98,6306.0,43.5,18.0,4.79,41.0808,40.5815,43.0266,33.6368,18.4363,19.1781,34.2933,35.726,False,Other/Random,33.64
648,128.803,47.594,229.78,6743.46,63.75,1728.0,46.91,47.6139,38.701,59.6693,30.6702,14.4069,8.6143,36.2996,47.594,True,Other/Random,30.67
649,40.626,43.155,310.91,8785.69,70.23,3798.0,69.54,43.9383,33.9023,55.9741,34.0956,13.8813,12.036,31.1291,43.155,True,Other/Random,33.9
650,45.238,54.178,324.13,9200.25,44.25,36.0,6.77,54.9215,35.5781,50.2208,42.1586,24.2697,0.5903,35.4999,54.178,True,Other/Random,35.58
